sent_id,sentence,sentence_en,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence
cy_ccg_train:00773,"Ydych chi, fel fi, wedi clywed straeon brawychus yn ddiweddar am arwerthwyr tai yn creu deunydd marchnata ar gyfer gwerthu tai lleol i ddenu prynwyr cefnog o Loegr?","Have you, like me, heard horror stories recently about estate auctioneers creating marketing material for local house sales to attract affluent English buyers?",ddiweddar,SM,MS,diweddar,"Ydych chi, fel fi, wedi clywed straeon brawychus yn diweddar am arwerthwyr tai yn creu deunydd marchnata ar gyfer gwerthu tai lleol i ddenu prynwyr cefnog o Loegr?"
cy_ccg_train:00416,Dwi'n gwerthfawrogi'n fawr - dwi'n gwybod bod dim rhaid i chdi wneud.,I really appreciate it - I know you don't have to.,wneud,SM,MS,gwneud,Dwi'n gwerthfawrogi'n fawr - dwi'n gwybod bod dim rhaid i chdi gwneud.
cy_ccg_train:01018,"Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Gymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun ddychwelyd at realiti bywyd.","You spend a week or more immersed in the Welsh language: its sound, its culture, and its music, and then just like that, someone has to return to the reality of life.",Gymraeg,SM,MS,Cymraeg,"Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Cymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun ddychwelyd at realiti bywyd."
cy_ccg_train:00772,"Dwy broblem wahanol sy'n cael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.","Two different problems that have a similar effect, a very negative effect of shutting local people out of the housing market and of sucking the life out of communities.",cael,no_mutation,no_mutation,gael,"Dwy broblem wahanol sy'n gael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau."
cy_ccg_train:01120,"Roedden nhw hefyd yn eu hysgogi i annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn cael eu parchu.",,cael,no_mutation,no_mutation,gael,"Roedden nhw hefyd yn eu hysgogi i annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn gael eu parchu."
cy_ccg_dev:00396,"""Does dim digon o lyfrau cyfoes Cymraeg ar gael i bobl fel fi,"" meddai wrth siarad â Cymru Fyw.","""There are not enough contemporary Welsh books available for people like me,"" he said while talking to A Living Wales.",Cymru,no_mutation,no_mutation,Gymru,"""Does dim digon o lyfrau cyfoes Cymraeg ar gael i bobl fel fi,"" meddai wrth siarad â Gymru Fyw."
cy_ccg_dev:00187,Roedden ni newydd brynu stampiau.,We had just bought stamps.,brynu,SM,L,prynu,Roedden ni newydd prynu stampiau.
cy_ccg_test:00107,"Ar ôl cynhyrchu syniadau creadigol, mae nifer o dechnegau sy'n gallu cael eu defnyddio er mwyn penderfynu pa syniad sy'n addas i'w ddatblygu.","After generating creative ideas, there are a number of techniques that can be used to decide which idea is suitable to develop.",cael,no_mutation,no_mutation,gael,"Ar ôl cynhyrchu syniadau creadigol, mae nifer o dechnegau sy'n gallu gael eu defnyddio er mwyn penderfynu pa syniad sy'n addas i'w ddatblygu."
cy_ccg_train:00937,Mi ddylase'r hen dafarn fod draw yn y fan acw.,The old pub should have been over there.,ddylase,SM,L,dylase,Mi dylase'r hen dafarn fod draw yn y fan acw.
cy_ccg_train:00142,Mae'r Parc Cenedlaethol yn parhau i ddatblygu rhwydwaith o lwybrau ar gyfer cerddwyr o bob gallu.,The National Park continues to develop a network of trails for walkers of all abilities.,gyfer,SM,L,cyfer,Mae'r Parc Cenedlaethol yn parhau i ddatblygu rhwydwaith o lwybrau ar cyfer cerddwyr o bob gallu.
cy_ccg_train:01321,"Roedd dathliadau'r canmlwyddiant yn gyfle i edrych yn ôl dros ganrif o greu cerddoriaeth, gan rannu cerrig milltiroedd cerddorol - mawr a bach - ac yna ymlaen i'r 100 mlynedd nesaf, a fydd yn gweld nifer o ddatblygiadau newydd a chyffrous.",,mawr,no_mutation,no_mutation,fawr,"Roedd dathliadau'r canmlwyddiant yn gyfle i edrych yn ôl dros ganrif o greu cerddoriaeth, gan rannu cerrig milltiroedd cerddorol - fawr a bach - ac yna ymlaen i'r 100 mlynedd nesaf, a fydd yn gweld nifer o ddatblygiadau newydd a chyffrous."
cy_ccg_test:00120,"Bydd y grant yn cael ei ddefnyddio i gefnogi oddeutu 41 o brosiectau mewn 16 awdurdod lleol, gan greu 2818 o lefydd ysgol a gofal plant ychwanegol i ddysgwyr.","The grant will be used to support around 41 projects in 16 local authorities, creating 2818 additional school and childcare places for learners.",plant,no_mutation,no_mutation,blant,"Bydd y grant yn cael ei ddefnyddio i gefnogi oddeutu 41 o brosiectau mewn 16 awdurdod lleol, gan greu 2818 o lefydd ysgol a gofal blant ychwanegol i ddysgwyr."
cy_ccg_test:00698,Mae fy ymchwil wedi dweud wrthai bod y geiriau i gyd wedi eu ysgrifennu gan yr un person.,My research has told me that the words are all written by the same person.,gyd,SM,L,cyd,Mae fy ymchwil wedi dweud wrthai bod y geiriau i cyd wedi eu ysgrifennu gan yr un person.
cy_ccg_train:01009,"Meddai Morgan: ""Rwy'n hynod o ddiolchgar i Gyngor Gwynedd a'r Coleg Cymraeg Cenedlaethol am gael ennill yr ysgoloriaeth eleni"".","Morgan said: ""I am extremely grateful to Gwynedd Council and the Coleg Cymraeg Cenedlaethol for winning the scholarship this year"".",gael,SM,L,cael,"Meddai Morgan: ""Rwy'n hynod o ddiolchgar i Gyngor Gwynedd a'r Coleg Cymraeg Cenedlaethol am cael ennill yr ysgoloriaeth eleni""."
cy_ccg_train:00618,"Erbyn hyn mae tua 700,000 o bobl yn ymweld â'r Wyddfa bob blwyddyn ac ym mis Gorffennaf roedd adroddiadau fod ciwiau o hyd at 45 munud i gyrraedd copa'r mynydd.","By now around 700,000 people visit Snowdon every year and in July there were reports of queues of up to 45 minutes to get to the top of the mountain.",bobl,SM,L,pobl,"Erbyn hyn mae tua 700,000 o pobl yn ymweld â'r Wyddfa bob blwyddyn ac ym mis Gorffennaf roedd adroddiadau fod ciwiau o hyd at 45 munud i gyrraedd copa'r mynydd."
cy_ccg_test:00725,Os gwyddoch eich bod am fod yn rhoddwr organau yna gallwch gofrestru penderfyniad fel heddiw i fod yn rhoddwr (optio i mewn) neu dewis gwneud dim - ystyrir eich bod wedi rhoi eich cydsyniad.,If you know you want to be an organ donor then you can register a decision like today to become a donor (opt in) or choose to do nothing - you will be deemed to have given your consent.,gwneud,no_mutation,no_mutation,wneud,Os gwyddoch eich bod am fod yn rhoddwr organau yna gallwch gofrestru penderfyniad fel heddiw i fod yn rhoddwr (optio i mewn) neu dewis wneud dim - ystyrir eich bod wedi rhoi eich cydsyniad.
cy_ccg_dev:00269,Mae traean o bobl yn Lloegr wedi dweud nad ydynt yn dymuno i'r Deyrnas Unedig barhau.,A third of people in England have said they do not want the United Kingdom to continue.,dweud,no_mutation,no_mutation,ddweud,Mae traean o bobl yn Lloegr wedi ddweud nad ydynt yn dymuno i'r Deyrnas Unedig barhau.
cy_ccg_test:00762,"Dyma gyfle llechen lân, heb densiwn.","This is a clean, tension-free slate opportunity.",gyfle,SM,L,cyfle,"Dyma cyfle llechen lân, heb densiwn."
cy_ccg_train:00709,"Os na allwch chi fforddio ad-dalu'r ddyled yn llawn, mae gwneud cytundeb nwyddau a reolirgyda'r beili yn ei atal rhag cymryd y nwyddau y mae wedi cymryd rheolaeth drostyn nhw.","If you cannot afford to pay off the debt in full, entering into a bailiff controlled goods agreement prevents it from taking the goods it has taken control of.",cymryd,no_mutation,no_mutation,gymryd,"Os na allwch chi fforddio ad-dalu'r ddyled yn llawn, mae gwneud cytundeb nwyddau a reolirgyda'r beili yn ei atal rhag gymryd y nwyddau y mae wedi cymryd rheolaeth drostyn nhw."
cy_ccg_test:00801,"Mae ein profiad yn y maes teithio a thwristiaeth yn y Wladfa a gweddill Patagonia yn ymestyn o 1998 ac mae ein tîm yn cynnwys disgynyddion y gwladfawyr gwreiddiol a siaradwyr rhugl eu Cymraeg, Sbaeneg a Saesneg.","Our experience in travel and tourism in Patagonia and the rest of Patagonia extends from 1998 and our team includes descendants of the original settlers and fluent speakers of Welsh, Spanish and English.",Cymraeg,no_mutation,no_mutation,Gymraeg,"Mae ein profiad yn y maes teithio a thwristiaeth yn y Wladfa a gweddill Patagonia yn ymestyn o 1998 ac mae ein tîm yn cynnwys disgynyddion y gwladfawyr gwreiddiol a siaradwyr rhugl eu Gymraeg, Sbaeneg a Saesneg."
cy_ccg_train:00835,"Mae'r chwedl yn agor gyda Bendigeidfran fab Llŷr yn sefyll ar graig yn Harlech yn edrych tua'r môr, lle gwelir llongau yn dynesu.","The legend opens with Bendigeidfran son of Llŷr standing on a rock in Harlech looking towards the sea, where ships are seen approaching.",fab,SM,MS,mab,"Mae'r chwedl yn agor gyda Bendigeidfran mab Llŷr yn sefyll ar graig yn Harlech yn edrych tua'r môr, lle gwelir llongau yn dynesu."
cy_ccg_train:01137,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich tŷ chi, wrth fynd ati i geisio adnabod y lluniau?",,geisio,SM,L,ceisio,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich tŷ chi, wrth fynd ati i ceisio adnabod y lluniau?"
cy_ccg_test:00438,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.","This gave de Gaulle strength in Évian negotiations in May 1961, but because of his numerous public expressions of his desire to end the war as soon as possible, he had to make several concessions to the FLN.",bosib,SM,MS,posib,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn posib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN."
cy_ccg_dev:00223,Os yw dyfynnu'r geiriau hyn i weld yn rhyfedd mewn erthygl yn hybu cyrchfan twristiaeth: mae pwynt i hyn i gyd.,If quoting these words seems odd in an article boosting a tourist destination: there is a point to it all.,weld,SM,L,gweld,Os yw dyfynnu'r geiriau hyn i gweld yn rhyfedd mewn erthygl yn hybu cyrchfan twristiaeth: mae pwynt i hyn i gyd.
cy_ccg_train:01113,"Dechreuodd Mihangel y ddeiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r ddeiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn.",,ddeiseb,SM,MS,deiseb,"Dechreuodd Mihangel y deiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r ddeiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn."
cy_ccg_test:00588,"Ond maen nhw'n cael eu cyhuddo o fethu â chynllunio dyfodol y gwasanaethau ar ôl y toriadau, yn dilyn cais rhyddid gwybodaeth gan Gyfeillion Cerddorion Ifanc Ceredigion.","But they are accused of failing to plan the future of services after the cuts, following a freedom of information request from Friends of Ceredigion Young Musicians.",cael,no_mutation,no_mutation,gael,"Ond maen nhw'n gael eu cyhuddo o fethu â chynllunio dyfodol y gwasanaethau ar ôl y toriadau, yn dilyn cais rhyddid gwybodaeth gan Gyfeillion Cerddorion Ifanc Ceredigion."
cy_ccg_train:01213,"Angharad Lee, cyfarwyddwraig flaenllaw o fro'r Eisteddfod, sy'n gyfrifol am lwyfannu'r sioe, a hithau wedi gweithio ar nifer o brosiectau mawr yr Eisteddfod dros y blynyddoedd diwethaf.",,lwyfannu,SM,L,llwyfannu,"Angharad Lee, cyfarwyddwraig flaenllaw o fro'r Eisteddfod, sy'n gyfrifol am llwyfannu'r sioe, a hithau wedi gweithio ar nifer o brosiectau mawr yr Eisteddfod dros y blynyddoedd diwethaf."
cy_ccg_test:00342,"Rhwng 6 Tachwedd a 8 Rhagfyr 2018, bydd Theatr Genedlaethol Cymru yn teithio ledled Cymru yn llwyfannu drama Nyrsys.","Between 6 November and 8 December 2018, Theatr Genedlaethol Cymru will be touring Wales staging the drama of Nurses.",Genedlaethol,SM,MS,Cenedlaethol,"Rhwng 6 Tachwedd a 8 Rhagfyr 2018, bydd Theatr Cenedlaethol Cymru yn teithio ledled Cymru yn llwyfannu drama Nyrsys."
cy_ccg_train:00685,Nid wyf yn deud gormod wrth ddweud na hebdda ti ni buaswn wedi cyrraedd yr lle.,I am not saying too much to say that without you I would not have reached the place.,ddweud,SM,L,dweud,Nid wyf yn deud gormod wrth dweud na hebdda ti ni buaswn wedi cyrraedd yr lle.
cy_ccg_dev:00375,Ond y tu hwnt i hynny gellid dweud ei fod yn gyfieithiad mor bur ag y gall cyfieithiad fod.,But beyond that it can be said to be as pure a translation as a translation can be.,fod,SM,L,bod,Ond y tu hwnt i hynny gellid dweud ei bod yn gyfieithiad mor bur ag y gall cyfieithiad fod.
cy_ccg_dev:00385,Mae deddfwriaeth Ewrop a'r Deyrnas Unedig yn diogelu rhai rhywogaethau a safleoedd; mae yna hefyd bolisi cynllunio a chanllawiau lleol a chenedlaethol ar ddiogelu bywyd gwyllt.,European and UK legislation protects certain species and sites; there is also local and national planning policy and guidance on wildlife protection.,rhai,no_mutation,no_mutation,rai,Mae deddfwriaeth Ewrop a'r Deyrnas Unedig yn diogelu rai rhywogaethau a safleoedd; mae yna hefyd bolisi cynllunio a chanllawiau lleol a chenedlaethol ar ddiogelu bywyd gwyllt.
cy_ccg_test:00310,"Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.","Powys lost much of its territory, which used to extend east of the existing border, including the old center, Pengwern.",ganolfan,SM,MS,canolfan,"Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen canolfan, Pengwern."
cy_ccg_test:00946,Canodd y ffôn pan oedd Tom ar ganol ei ginio.,The phone rang when Tom was in the middle of his lunch.,ginio,SM,L,cinio,Canodd y ffôn pan oedd Tom ar ganol ei cinio.
cy_ccg_dev:00112,"A ble cewch fynyddoedd, yn aml iawn cewch raeadrau hefyd!","And where you get mountains, you can often find waterfalls too!",raeadrau,SM,MS,rhaeadrau,"A ble cewch fynyddoedd, yn aml iawn cewch rhaeadrau hefyd!"
cy_ccg_train:00070,"Nid pregeth, neu orfodaeth yw hyn, onid mewnwelediad gan fyfyriwr sy'n derbyn addysg trwy'r Gymraeg ac yn y Saesneg.","This is not a sermon, or a compulsion, unless the insight of a student receiving education through the medium of Welsh and English.",Gymraeg,SM,MS,Cymraeg,"Nid pregeth, neu orfodaeth yw hyn, onid mewnwelediad gan fyfyriwr sy'n derbyn addysg trwy'r Cymraeg ac yn y Saesneg."
cy_ccg_dev:00064,"Felly, heb i mi fedru ymddiried ym marn unrhyw un arall, dyma fy rhesymau am aros:","So, without being able to trust anyone else, here are my reasons for staying:",fedru,SM,MS,medru,"Felly, heb i mi medru ymddiried ym marn unrhyw un arall, dyma fy rhesymau am aros:"
cy_ccg_dev:00299,"Os ma' rhyddhau Y Platfform yn dymhorol wedi dysgu unrhyw beth i mi, hynny ydi for amser yn mynd mor sydyn mae e'n eitha sgêri.","If releasing The Platform on a seasonal basis has taught me anything, it's that time goes by so fast it's quite skyscrapers.",for,SM,L,mor,"Os ma' rhyddhau Y Platfmorm yn dymhorol wedi dysgu unrhyw beth i mi, hynny ydi mor amser yn mynd mor sydyn mae e'n eitha sgêri."
cy_ccg_train:00431,Ofnaf mai gwastraff llwyr o arian fydd hyn eto.,I fear this will again be a complete waste of money.,fydd,SM,MS,bydd,Ofnaf mai gwastraff llwyr o arian bydd hyn eto.
cy_ccg_test:00345,"Ar ddiwedd y llynedd penderfynodd Elfed Wyn Jones, Trawsfynydd, wneud safiad er mwyn galw am ddatganoli darlledu i Gymru, drwy ymprydio am wythnos – efo dŵr yn unig fel cynhaliaeth - er mwyn ceisio tynnu sylw pobl at y mater yma y mae'n credu mor gryf ynddo.","At the end of last year Elfed Wyn Jones, Trawsfynydd, decided to make a stand to call for devolution of broadcasting to Wales, by fasting for a week - with water only for subsistence - in an attempt to draw people 's attention to this issue he believes so strong in it.",mor,no_mutation,no_mutation,for,"Ar ddiwedd y llynedd penderfynodd Elfed Wyn Jones, Trawsfynydd, wneud safiad er mwyn galw am ddatganoli darlledu i Gymru, drwy ymprydio am wythnos – efo dŵr yn unig fel cynhaliaeth - er mwyn ceisio tynnu sylw pobl at y mater yma y mae'n credu for gryf ynddo."
cy_ccg_dev:00055,"Maen nhw'n prynu a choginio bwyd i'w gilydd pob nos, fel pâr hen briod; ond yn gadael y llestri ym mhob man.","They buy and cook food for each other every night, like an old married couple; but leave the dishes everywhere.",gadael,no_mutation,no_mutation,adael,"Maen nhw'n prynu a choginio bwyd i'w gilydd pob nos, fel pâr hen briod; ond yn adael y llestri ym mhob man."
cy_ccg_test:00438,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.","This gave de Gaulle strength in Évian negotiations in May 1961, but because of his numerous public expressions of his desire to end the war as soon as possible, he had to make several concessions to the FLN.",ddymuniad,SM,L,dymuniad,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i dymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN."
cy_ccg_train:00810,"Y ffermwyr yn galw am law, ac fe ddaeth, yn ddi-baid hyd ganol Mai, a gwyntoedd cryfion, eira, cenllysg a therfysg i'w ganlyn.","The farmers called for rain, and it came, incessantly until mid-May, with strong winds, snow, hail and riots to follow.",ganol,SM,L,canol,"Y ffermwyr yn galw am law, ac fe ddaeth, yn ddi-baid hyd canol Mai, a gwyntoedd cryfion, eira, cenllysg a therfysg i'w ganlyn."
cy_ccg_train:00717,Mae gennon ni rai straeon gwych am y tywydd.,We have some great stories about the weather.,rai,SM,L,rhai,Mae gennon ni rhai straeon gwych am y tywydd.
cy_ccg_test:00174,Daeth yr athro i'r ysgol er ei fod e'n dost.,The teacher came to school even though he was ill.,fod,SM,L,bod,Daeth yr athro i'r ysgol er ei bod e'n dost.
cy_ccg_dev:00104,"Tyfodd i fod yn dref marchnad i Lŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch"".","It became a market town for the whole of Llŷn, as evidenced by the site known as ""The Maes"" where the fairs were held, and ""Pig Street"".",fod,SM,L,bod,"Tybodd i bod yn dref marchnad i Lŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch""."
cy_ccg_test:00200,Yn ddigon naturiol mae bwyta yn rhan bwysig o bob gwyliau a phob taith tramor.,Naturally eating is an important part of every holiday and every overseas trip.,bob,SM,L,pob,Yn ddigon naturiol mae bwyta yn rhan bwysig o pob gwyliau a phob taith tramor.
cy_ccg_dev:00355,"Yn hytrach na pharhau i laesu dwylo, dylai'r Llywodraeth ofyn i Brif Weithredwr presennol Cymwysterau Cymru gamu o'r neilltu a rhoi cyfarwyddyd clir i'r corff i fynd ati i ddatblygu un cymhwyster.","Instead of continuing to lash out, the Government should ask the current Chief Executive of Qualifications Wales to step aside and give the body clear direction to take forward the development of a single qualification.",Cymru,no_mutation,no_mutation,Gymru,"Yn hytrach na pharhau i laesu dwylo, dylai'r Llywodraeth ofyn i Brif Weithredwr presennol Cymwysterau Gymru gamu o'r neilltu a rhoi cyfarwyddyd clir i'r corff i fynd ati i ddatblygu un cymhwyster."
cy_ccg_train:01304,"Wrth i Blaid Cymru ddathlu 100 mlynedd ers ei sefydlu ddydd Mawrth, mae'r arweinydd Rhun ap Iorwerth yn dweud fod yr heriau y mae Cymru yn ei wynebu yn ""fwy nag erioed"".",,dweud,no_mutation,no_mutation,ddweud,"Wrth i Blaid Cymru ddathlu 100 mlynedd ers ei sefydlu ddydd Mawrth, mae'r arweinydd Rhun ap Iorwerth yn ddweud fod yr heriau y mae Cymru yn ei wynebu yn ""fwy nag erioed""."
cy_ccg_train:00274,"Flwyddyn nesaf, bydd ugain mlynedd ers llifogydd Tywyn y cefais i a llawer o bobl eraill y profiad anffodus o fyw trwyddynt.",Next year will be the 20th anniversary of the Tywyn floods through which I and many others had the unfortunate experience of living.,bydd,no_mutation,no_mutation,fydd,"Flwyddyn nesaf, fydd ugain mlynedd ers llifogydd Tywyn y cefais i a llawer o bobl eraill y profiad anffodus o fyw trwyddynt."
cy_ccg_train:00495,Mae cyfle i'r ffermwyr dyfu mwy o fwyd.,There is an opportunity for the farmers to grow more food.,cyfle,no_mutation,no_mutation,gyfle,Mae gyfle i'r ffermwyr dyfu mwy o fwyd.
cy_ccg_train:01311,"Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei thymor presennol (2021-26) ymhell o fod yn ddigonol.",,fod,SM,L,bod,"Mae targed Llywodraeth Cymru i adeiladu 20,000 o gartrefi cymdeithasol newydd yn ystod ei thymor presennol (2021-26) ymhell o bod yn ddigonol."
cy_ccg_test:00568,"Mae fy nghyfnod i ar ben, ond mae'r freuddwyd yn fyw.","My time is up, but the dream is alive.",ben,SM,L,pen,"Mae fy nghyfnod i ar pen, ond mae'r freuddwyd yn fyw."
cy_ccg_train:00778,Mae astudiaeth yn dangos bod nifer dda o ymwelwyr i ardal yn prynu tai i fyw yno'n barhaol.,A study shows that a good number of visitors to an area buy houses to live there permanently.,dda,SM,MS,da,Mae astudiaeth yn dangos bod nifer da o ymwelwyr i ardal yn prynu tai i fyw yno'n barhaol.
cy_ccg_test:00650,Rydyn ni'n gadael yr ynys.,We leave the island.,gadael,no_mutation,no_mutation,adael,Rydyn ni'n adael yr ynys.
cy_ccg_test:00442,"Yr ydym wedi cael dadl ganolbwyntiol ar fferyllfeydd yng Nghymru, ac mae'n flin gennyf eich bod wedi dod â chwestiwn mor ddadleuol ymlaen yn awr mewn ymgais i boliticeiddio'r mater.","We have had a focused debate on pharmacies in Wales, and I am sorry that you have now brought forward such a contentious question in an attempt to politicize the issue.",ddadleuol,SM,L,dadleuol,"Yr ydym wedi cael dadl ganolbwyntiol ar fferyllfeydd yng Nghymru, ac mae'n flin gennyf eich bod wedi dod â chwestiwn mor dadleuol ymlaen yn awr mewn ymgais i boliticeiddio'r mater."
cy_ccg_train:00651,Ydych chi erioed wedi gofyn tybed sut mae llyfr yn cael ei greu?,Have you ever wondered how a book is created?,cael,no_mutation,no_mutation,gael,Ydych chi erioed wedi gofyn tybed sut mae llyfr yn gael ei greu?
cy_ccg_train:00437,Efallai mai hon yw'r allwedd i'r ardd.,This may be the key to the garden.,mai,no_mutation,no_mutation,fai,Efallai fai hon yw'r allwedd i'r ardd.
cy_ccg_test:00740,"Ond mewn llythyr at landlord oedrannus yr adeilad ym Mhen-y-bont ar Ogwr, dywed y cyngor eu bod yn ystyried yr arwydd yn ""hysbyseb"".","But in a letter to the elderly landlord of the building in Bridgend, the council says they consider the sign an ""advertisement"".",bod,no_mutation,no_mutation,fod,"Ond mewn llythyr at landlord oedrannus yr adeilad ym Mhen-y-bont ar Ogwr, dywed y cyngor eu fod yn ystyried yr arwydd yn ""hysbyseb""."
cy_ccg_train:01108,"Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a allem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.","We believed in the Association of the Language that the best tribute we could pay in memory of Saunders Lewis was to publish a new edition of his lecture Tynged yr Iaith, which inspired the establishment of the Association, and which has been an inspiration to its members ever since that.",allem,SM,L,gallem,"Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a gallem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny."
cy_ccg_test:00582,"Nid yn unig yw ein gwaith ni i geisio dod o hyd i atebion arbed ein hinsawdd, mae'n ddyletswydd arnom i ysbrydoli ac addysgu gwyddonwyr y dyfodol","Not only is it our job to find solutions to save our climate, we have a duty to inspire and educate future scientists",gwaith,no_mutation,no_mutation,waith,"Nid yn unig yw ein waith ni i geisio dod o hyd i atebion arbed ein hinsawdd, mae'n ddyletswydd arnom i ysbrydoli ac addysgu gwyddonwyr y dyfodol"
cy_ccg_train:01175,"Rydyn ni'n ymroddedig i gynyddu cysylltiad cynulleidfaoedd â cherddoriaeth newydd, gan roi cyfleoedd i artistiaid dyfu a datblygu, a chefnogi'r rhai sy'n chwilio am lwybrau eraill i mewn i'r diwydiant.",,roi,SM,L,rhoi,"Rydyn ni'n ymroddedig i gynyddu cysylltiad cynulleidfaoedd â cherddoriaeth newydd, gan rhoi cyfleoedd i artistiaid dyfu a datblygu, a chefnogi'r rhai sy'n chwilio am lwybrau eraill i mewn i'r diwydiant."
cy_ccg_test:00723,"Mae'r gwaith wedi hen fynd, ynghyd â'r gofeb, mae'n debyg.","The work is probably gone, along with the memorial.",fynd,SM,MS,mynd,"Mae'r gwaith wedi hen mynd, ynghyd â'r gofeb, mae'n debyg."
cy_ccg_train:00947,"Iawn, dim probs, ddylai nhw i gyd fod yno rŵan.","Ok, no probs, they should all be there now.",fod,SM,MS,bod,"Iawn, dim probs, ddylai nhw i gyd bod yno rŵan."
cy_ccg_test:00933,Mae'r ymdrechion i ennill cydnabyddiaeth a gwarchodaeth ryngwladol i ardaloedd chwareli gogledd-orllewin Cymru yn mynd o nerth i nerth.,Efforts to gain international recognition and protection for the quarrying areas of north-west Wales are going from strength to strength.,mynd,no_mutation,no_mutation,fynd,Mae'r ymdrechion i ennill cydnabyddiaeth a gwarchodaeth ryngwladol i ardaloedd chwareli gogledd-orllewin Cymru yn fynd o nerth i nerth.
cy_ccg_train:00637,Gofynna i Wicipedia Cymraeg pwy yw Manon Steffan Ros?,Ask Welsh Wikipedia who is Manon Steffan Ros?,Cymraeg,no_mutation,no_mutation,Gymraeg,Gofynna i Wicipedia Gymraeg pwy yw Manon Steffan Ros?
cy_ccg_test:00106,"Gallwch ddarllen y daflen ar lein neu ei phrintio, ac mae'n iawn printio digon o gopïau i'r holl ddosbarth.","You can read or print the leaflet online, and it's fine to print out enough copies for the whole class.",gopïau,SM,L,copïau,"Gallwch ddarllen y daflen ar lein neu ei phrintio, ac mae'n iawn printio digon o copïau i'r holl ddosbarth."
cy_ccg_train:00931,Efallai na ddylwn fod wedi cynllunio gwers lawn ar ôl y sioe.,Maybe I shouldn't have planned a full lesson after the show.,lawn,SM,MS,llawn,Efallai na ddylwn fod wedi cynllunio gwers llawn ar ôl y sioe.
