index,model,sentence_id,sentence_en,correct_sentence,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence,p_correct,p_incorrect
60,meta-llama/Llama-3.1-8B,cy_ccg_train:01063,"There is talk that the old name was Bodellog, but that may be the name of an area between Afon Gwyrfai and Dinas in the parish of Llanwnda.","Mae yna son mai Bodellog oedd yr hen enw, ond efallai bod hwnnw'n enw ar ardal rhwng Afon Gwyrfai a Dinas ym mhlwyf Llanwnda.",bod,no_mutation,no_mutation,fod,"Mae yna son mai Bodellog oedd yr hen enw, ond efallai fod hwnnw'n enw ar ardal rhwng Afon Gwyrfai a Dinas ym mhlwyf Llanwnda.",2.935183525085449,2.9181625843048096
61,meta-llama/Llama-3.1-8B,cy_ccg_train:00485,The author shows that he was never afraid to speak his mind.,Mae'r awdur yn dangos na fu ganddo erioed ofn dweud ei ddweud.,ddweud,SM,L,dweud,Mae'r awdur yn dangos na fu ganddo erioed ofn dweud ei dweud.,3.0977983474731445,3.0302786827087402
62,meta-llama/Llama-3.1-8B,cy_ccg_train:00570,Participants study through a supported distance learning program and there is no need to take time off work.,Mae cyfranogwyr yn astudio trwy raglen dysgu o bell â chymorth a does dim angen cymryd amser i ffwrdd o'r gwaith.,bell,SM,L,pell,Mae cyfranogwyr yn astudio trwy raglen dysgu o pell â chymorth a does dim angen cymryd amser i ffwrdd o'r gwaith.,2.7526488304138184,2.940643548965454
63,meta-llama/Llama-3.1-8B,cy_ccg_train:01062,"Y Bontnewydd is the correct form of writing the name correctly, a mutation of Pontnewydd.","Y Bontnewydd yw'r ffurf cywir o ysgrifennu'r enw yn gywir, treigliad o Pontnewydd.",gywir,SM,MS,cywir,"Y Bontnewydd yw'r ffurf cywir o ysgrifennu'r enw yn cywir, treigliad o Pontnewydd.",2.670255422592163,2.679213285446167
64,meta-llama/Llama-3.1-8B,cy_ccg_train:00052,"In response to Gruffydd Aled Williams' concerns, Aberystwyth University has confirmed its intention to fill the vacant Chair.","Mewn ymateb i bryderon Gruffydd Aled Williams, mae Prifysgol Aberystwyth wedi cadarnhau ei bod yn fwriad i lenwi'r Gadair wag.",fwriad,SM,MS,bwriad,"Mewn ymateb i bryderon Gruffydd Aled Williams, mae Prifysgol Aberystwyth wedi cadarnhau ei bod yn bwriad i lenwi'r Gadair wag.",2.613511800765991,2.6415650844573975
65,meta-llama/Llama-3.1-8B,cy_ccg_train:01307,,"Fy nadl i wrth i ni ofyn wrth bobl fod yn rhan o'r drafodaeth am ddyfodol cyfansoddiadol Cymru ydi, pan na fyddwch chi eisiau edrych ar na thrafod ""ydan ni'n gallu 'neud pethau'n well yma yng Nghymru?""",bobl,SM,L,pobl,"Fy nadl i wrth i ni ofyn wrth pobl fod yn rhan o'r drafodaeth am ddyfodol cyfansoddiadol Cymru ydi, pan na fyddwch chi eisiau edrych ar na thrafod ""ydan ni'n gallu 'neud pethau'n well yma yng Nghymru?""",2.9539382457733154,3.029881238937378
66,meta-llama/Llama-3.1-8B,cy_ccg_test:00217,Everywhere was quiet after the kids went to bed.,Roedd pobman yn dawel ar ôl i'r plant fynd i'r gwely.,plant,no_mutation,no_mutation,blant,Roedd pobman yn dawel ar ôl i'r blant fynd i'r gwely.,2.9055652618408203,2.941776990890503
67,meta-llama/Llama-3.1-8B,cy_ccg_test:00729,it is not something new being targeted by hackers every day.,nid yw'n rhywbeth newydd fod yn cael ei dargedu gan hacwyr bob dydd.,cael,no_mutation,no_mutation,gael,nid yw'n rhywbeth newydd fod yn gael ei dargedu gan hacwyr bob dydd.,3.4611432552337646,3.6577181816101074
68,meta-llama/Llama-3.1-8B,cy_ccg_test:00529,The cookies do not collect personal information and no personal information is sent to third parties.,Nid yw'r cwcis yn casglu gwybodaeth bersonol ac ni chaiff unrhyw wybodaeth bersonol ei hanfon i drydydd parti.,bersonol,SM,MS,personol,Nid yw'r cwcis yn casglu gwybodaeth personol ac ni chaiff unrhyw wybodaeth bersonol ei hanfon i drydydd parti.,1.9933785200119019,2.018390417098999
69,meta-llama/Llama-3.1-8B,cy_ccg_train:00879,I wanted things to be the way they were before Dad left.,Roeddwn i eisiau i bethau fod fel ro'n nhw cyn i Dad adael.,Dad,SM,L,Tad,Roeddwn i eisiau i bethau fod fel ro'n nhw cyn i Tad adael.,3.6890463829040527,3.7753562927246094
70,meta-llama/Llama-3.1-8B,cy_ccg_train:00468,The Uplands was one of the most prosperous areas of the city which kept Thomas away from the industrial areas of the city.,Roedd yr Uplands yn un o ardaloedd mwyaf llewyrchus y ddinas a gadwodd Thomas i ffwrdd o ardaloedd diwydiannol y ddinas.,ddinas,SM,MS,dinas,Roedd yr Uplands yn un o ardaloedd mwyaf llewyrchus y ddinas a gadwodd Thomas i ffwrdd o ardaloedd diwydiannol y dinas.,2.3986079692840576,2.461451530456543
71,meta-llama/Llama-3.1-8B,cy_ccg_train:01266,,"Bydd Wrecsam yn gartref i dros 1,000 o weithgareddau a digwyddiadau o bob math o 2-9 Awst.",gartref,SM,MS,cartref,"Bydd Wrecsam yn cartref i dros 1,000 o weithgareddau a digwyddiadau o bob math o 2-9 Awst.",1.9752495288848877,2.1084113121032715
72,meta-llama/Llama-3.1-8B,cy_ccg_test:00637,He just won't climb.,Ni fydd ef ddim yn dringo.,fydd,SM,L,bydd,Ni bydd ef ddim yn dringo.,5.092288017272949,5.498656272888184
73,meta-llama/Llama-3.1-8B,cy_ccg_train:00877,We had leisure to look around us before the service began.,Cawsom hamdden i edrych o'n cwmpas cyn i'r gwasanaeth ddechrau.,ddechrau,SM,MS,dechrau,Cawsom hamdden i edrych o'n cwmpas cyn i'r gwasanaeth dechrau.,3.930450439453125,3.9579849243164062
74,meta-llama/Llama-3.1-8B,cy_ccg_train:00773,"Have you, like me, heard horror stories recently about estate auctioneers creating marketing material for local house sales to attract affluent English buyers?","Ydych chi, fel fi, wedi clywed straeon brawychus yn ddiweddar am arwerthwyr tai yn creu deunydd marchnata ar gyfer gwerthu tai lleol i ddenu prynwyr cefnog o Loegr?",ddiweddar,SM,MS,diweddar,"Ydych chi, fel fi, wedi clywed straeon brawychus yn diweddar am arwerthwyr tai yn creu deunydd marchnata ar gyfer gwerthu tai lleol i ddenu prynwyr cefnog o Loegr?",2.573458194732666,2.6204376220703125
75,meta-llama/Llama-3.1-8B,cy_ccg_train:00416,I really appreciate it - I know you don't have to.,Dwi'n gwerthfawrogi'n fawr - dwi'n gwybod bod dim rhaid i chdi wneud.,wneud,SM,MS,gwneud,Dwi'n gwerthfawrogi'n fawr - dwi'n gwybod bod dim rhaid i chdi gwneud.,2.8479790687561035,2.896782159805298
76,meta-llama/Llama-3.1-8B,cy_ccg_train:01018,"You spend a week or more immersed in the Welsh language: its sound, its culture, and its music, and then just like that, someone has to return to the reality of life.","Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Gymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun ddychwelyd at realiti bywyd.",Gymraeg,SM,MS,Cymraeg,"Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Cymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun ddychwelyd at realiti bywyd.",3.119676113128662,3.105884075164795
77,meta-llama/Llama-3.1-8B,cy_ccg_train:00772,"Two different problems that have a similar effect, a very negative effect of shutting local people out of the housing market and of sucking the life out of communities.","Dwy broblem wahanol sy'n cael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.",cael,no_mutation,no_mutation,gael,"Dwy broblem wahanol sy'n gael effaith debyg, effaith negyddol iawn o gau pobl leol o'r farchnad dai ac o sugno bywyd allan o gymunedau.",3.5928313732147217,3.765775203704834
78,meta-llama/Llama-3.1-8B,cy_ccg_train:01120,,"Roedden nhw hefyd yn eu hysgogi i annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn cael eu parchu.",cael,no_mutation,no_mutation,gael,"Roedden nhw hefyd yn eu hysgogi i annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn gael eu parchu.",2.3278870582580566,2.4013314247131348
79,meta-llama/Llama-3.1-8B,cy_ccg_dev:00396,"""There are not enough contemporary Welsh books available for people like me,"" he said while talking to A Living Wales.","""Does dim digon o lyfrau cyfoes Cymraeg ar gael i bobl fel fi,"" meddai wrth siarad â Cymru Fyw.",Cymru,no_mutation,no_mutation,Gymru,"""Does dim digon o lyfrau cyfoes Cymraeg ar gael i bobl fel fi,"" meddai wrth siarad â Gymru Fyw.",3.72786808013916,3.917839527130127
80,meta-llama/Llama-3.1-8B,cy_ccg_dev:00187,We had just bought stamps.,Roedden ni newydd brynu stampiau.,brynu,SM,L,prynu,Roedden ni newydd prynu stampiau.,5.391856670379639,5.256763458251953
81,meta-llama/Llama-3.1-8B,cy_ccg_test:00107,"After generating creative ideas, there are a number of techniques that can be used to decide which idea is suitable to develop.","Ar ôl cynhyrchu syniadau creadigol, mae nifer o dechnegau sy'n gallu cael eu defnyddio er mwyn penderfynu pa syniad sy'n addas i'w ddatblygu.",cael,no_mutation,no_mutation,gael,"Ar ôl cynhyrchu syniadau creadigol, mae nifer o dechnegau sy'n gallu gael eu defnyddio er mwyn penderfynu pa syniad sy'n addas i'w ddatblygu.",1.7433363199234009,1.8026469945907593
82,meta-llama/Llama-3.1-8B,cy_ccg_train:00937,The old pub should have been over there.,Mi ddylase'r hen dafarn fod draw yn y fan acw.,ddylase,SM,L,dylase,Mi dylase'r hen dafarn fod draw yn y fan acw.,5.783577919006348,6.046337127685547
83,meta-llama/Llama-3.1-8B,cy_ccg_train:00142,The National Park continues to develop a network of trails for walkers of all abilities.,Mae'r Parc Cenedlaethol yn parhau i ddatblygu rhwydwaith o lwybrau ar gyfer cerddwyr o bob gallu.,gyfer,SM,L,cyfer,Mae'r Parc Cenedlaethol yn parhau i ddatblygu rhwydwaith o lwybrau ar cyfer cerddwyr o bob gallu.,1.8280378580093384,2.043281078338623
84,meta-llama/Llama-3.1-8B,cy_ccg_train:01321,,"Roedd dathliadau'r canmlwyddiant yn gyfle i edrych yn ôl dros ganrif o greu cerddoriaeth, gan rannu cerrig milltiroedd cerddorol - mawr a bach - ac yna ymlaen i'r 100 mlynedd nesaf, a fydd yn gweld nifer o ddatblygiadau newydd a chyffrous.",mawr,no_mutation,no_mutation,fawr,"Roedd dathliadau'r canmlwyddiant yn gyfle i edrych yn ôl dros ganrif o greu cerddoriaeth, gan rannu cerrig milltiroedd cerddorol - fawr a bach - ac yna ymlaen i'r 100 mlynedd nesaf, a fydd yn gweld nifer o ddatblygiadau newydd a chyffrous.",2.051551342010498,2.059908151626587
85,meta-llama/Llama-3.1-8B,cy_ccg_test:00120,"The grant will be used to support around 41 projects in 16 local authorities, creating 2818 additional school and childcare places for learners.","Bydd y grant yn cael ei ddefnyddio i gefnogi oddeutu 41 o brosiectau mewn 16 awdurdod lleol, gan greu 2818 o lefydd ysgol a gofal plant ychwanegol i ddysgwyr.",plant,no_mutation,no_mutation,blant,"Bydd y grant yn cael ei ddefnyddio i gefnogi oddeutu 41 o brosiectau mewn 16 awdurdod lleol, gan greu 2818 o lefydd ysgol a gofal blant ychwanegol i ddysgwyr.",2.220959424972534,2.334615707397461
86,meta-llama/Llama-3.1-8B,cy_ccg_test:00698,My research has told me that the words are all written by the same person.,Mae fy ymchwil wedi dweud wrthai bod y geiriau i gyd wedi eu ysgrifennu gan yr un person.,gyd,SM,L,cyd,Mae fy ymchwil wedi dweud wrthai bod y geiriau i cyd wedi eu ysgrifennu gan yr un person.,2.602447986602783,3.073939085006714
87,meta-llama/Llama-3.1-8B,cy_ccg_train:01009,"Morgan said: ""I am extremely grateful to Gwynedd Council and the Coleg Cymraeg Cenedlaethol for winning the scholarship this year"".","Meddai Morgan: ""Rwy'n hynod o ddiolchgar i Gyngor Gwynedd a'r Coleg Cymraeg Cenedlaethol am gael ennill yr ysgoloriaeth eleni"".",gael,SM,L,cael,"Meddai Morgan: ""Rwy'n hynod o ddiolchgar i Gyngor Gwynedd a'r Coleg Cymraeg Cenedlaethol am cael ennill yr ysgoloriaeth eleni"".",2.199554920196533,2.2304232120513916
88,meta-llama/Llama-3.1-8B,cy_ccg_train:00618,"By now around 700,000 people visit Snowdon every year and in July there were reports of queues of up to 45 minutes to get to the top of the mountain.","Erbyn hyn mae tua 700,000 o bobl yn ymweld â'r Wyddfa bob blwyddyn ac ym mis Gorffennaf roedd adroddiadau fod ciwiau o hyd at 45 munud i gyrraedd copa'r mynydd.",bobl,SM,L,pobl,"Erbyn hyn mae tua 700,000 o pobl yn ymweld â'r Wyddfa bob blwyddyn ac ym mis Gorffennaf roedd adroddiadau fod ciwiau o hyd at 45 munud i gyrraedd copa'r mynydd.",2.1856703758239746,2.305342197418213
89,meta-llama/Llama-3.1-8B,cy_ccg_test:00725,If you know you want to be an organ donor then you can register a decision like today to become a donor (opt in) or choose to do nothing - you will be deemed to have given your consent.,Os gwyddoch eich bod am fod yn rhoddwr organau yna gallwch gofrestru penderfyniad fel heddiw i fod yn rhoddwr (optio i mewn) neu dewis gwneud dim - ystyrir eich bod wedi rhoi eich cydsyniad.,gwneud,no_mutation,no_mutation,wneud,Os gwyddoch eich bod am fod yn rhoddwr organau yna gallwch gofrestru penderfyniad fel heddiw i fod yn rhoddwr (optio i mewn) neu dewis wneud dim - ystyrir eich bod wedi rhoi eich cydsyniad.,3.112476348876953,3.138612985610962
90,meta-llama/Llama-3.1-8B,cy_ccg_dev:00269,A third of people in England have said they do not want the United Kingdom to continue.,Mae traean o bobl yn Lloegr wedi dweud nad ydynt yn dymuno i'r Deyrnas Unedig barhau.,dweud,no_mutation,no_mutation,ddweud,Mae traean o bobl yn Lloegr wedi ddweud nad ydynt yn dymuno i'r Deyrnas Unedig barhau.,2.237320899963379,2.3572165966033936
91,meta-llama/Llama-3.1-8B,cy_ccg_test:00762,"This is a clean, tension-free slate opportunity.","Dyma gyfle llechen lân, heb densiwn.",gyfle,SM,L,cyfle,"Dyma cyfle llechen lân, heb densiwn.",4.8837690353393555,4.983415603637695
92,meta-llama/Llama-3.1-8B,cy_ccg_train:00709,"If you cannot afford to pay off the debt in full, entering into a bailiff controlled goods agreement prevents it from taking the goods it has taken control of.","Os na allwch chi fforddio ad-dalu'r ddyled yn llawn, mae gwneud cytundeb nwyddau a reolirgyda'r beili yn ei atal rhag cymryd y nwyddau y mae wedi cymryd rheolaeth drostyn nhw.",cymryd,no_mutation,no_mutation,gymryd,"Os na allwch chi fforddio ad-dalu'r ddyled yn llawn, mae gwneud cytundeb nwyddau a reolirgyda'r beili yn ei atal rhag gymryd y nwyddau y mae wedi cymryd rheolaeth drostyn nhw.",3.1481096744537354,3.235769510269165
93,meta-llama/Llama-3.1-8B,cy_ccg_test:00801,"Our experience in travel and tourism in Patagonia and the rest of Patagonia extends from 1998 and our team includes descendants of the original settlers and fluent speakers of Welsh, Spanish and English.","Mae ein profiad yn y maes teithio a thwristiaeth yn y Wladfa a gweddill Patagonia yn ymestyn o 1998 ac mae ein tîm yn cynnwys disgynyddion y gwladfawyr gwreiddiol a siaradwyr rhugl eu Cymraeg, Sbaeneg a Saesneg.",Cymraeg,no_mutation,no_mutation,Gymraeg,"Mae ein profiad yn y maes teithio a thwristiaeth yn y Wladfa a gweddill Patagonia yn ymestyn o 1998 ac mae ein tîm yn cynnwys disgynyddion y gwladfawyr gwreiddiol a siaradwyr rhugl eu Gymraeg, Sbaeneg a Saesneg.",2.001556634902954,2.0546538829803467
94,meta-llama/Llama-3.1-8B,cy_ccg_train:00835,"The legend opens with Bendigeidfran son of Llŷr standing on a rock in Harlech looking towards the sea, where ships are seen approaching.","Mae'r chwedl yn agor gyda Bendigeidfran fab Llŷr yn sefyll ar graig yn Harlech yn edrych tua'r môr, lle gwelir llongau yn dynesu.",fab,SM,MS,mab,"Mae'r chwedl yn agor gyda Bendigeidfran mab Llŷr yn sefyll ar graig yn Harlech yn edrych tua'r môr, lle gwelir llongau yn dynesu.",2.5436792373657227,2.4746084213256836
95,meta-llama/Llama-3.1-8B,cy_ccg_train:01137,,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich tŷ chi, wrth fynd ati i geisio adnabod y lluniau?",geisio,SM,L,ceisio,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich tŷ chi, wrth fynd ati i ceisio adnabod y lluniau?",3.4734444618225098,3.5395524501800537
96,meta-llama/Llama-3.1-8B,cy_ccg_test:00438,"This gave de Gaulle strength in Évian negotiations in May 1961, but because of his numerous public expressions of his desire to end the war as soon as possible, he had to make several concessions to the FLN.","Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.",bosib,SM,MS,posib,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn posib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.",2.4638664722442627,2.507746934890747
97,meta-llama/Llama-3.1-8B,cy_ccg_dev:00223,If quoting these words seems odd in an article boosting a tourist destination: there is a point to it all.,Os yw dyfynnu'r geiriau hyn i weld yn rhyfedd mewn erthygl yn hybu cyrchfan twristiaeth: mae pwynt i hyn i gyd.,weld,SM,L,gweld,Os yw dyfynnu'r geiriau hyn i gweld yn rhyfedd mewn erthygl yn hybu cyrchfan twristiaeth: mae pwynt i hyn i gyd.,3.1623013019561768,3.2982733249664307
98,meta-llama/Llama-3.1-8B,cy_ccg_train:01113,,"Dechreuodd Mihangel y ddeiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r ddeiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn.",ddeiseb,SM,MS,deiseb,"Dechreuodd Mihangel y deiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r ddeiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn.",2.1691980361938477,2.2061355113983154
99,meta-llama/Llama-3.1-8B,cy_ccg_test:00588,"But they are accused of failing to plan the future of services after the cuts, following a freedom of information request from Friends of Ceredigion Young Musicians.","Ond maen nhw'n cael eu cyhuddo o fethu â chynllunio dyfodol y gwasanaethau ar ôl y toriadau, yn dilyn cais rhyddid gwybodaeth gan Gyfeillion Cerddorion Ifanc Ceredigion.",cael,no_mutation,no_mutation,gael,"Ond maen nhw'n gael eu cyhuddo o fethu â chynllunio dyfodol y gwasanaethau ar ôl y toriadau, yn dilyn cais rhyddid gwybodaeth gan Gyfeillion Cerddorion Ifanc Ceredigion.",2.405233860015869,2.4763236045837402
100,meta-llama/Llama-3.1-8B,cy_ccg_train:01213,,"Angharad Lee, cyfarwyddwraig flaenllaw o fro'r Eisteddfod, sy'n gyfrifol am lwyfannu'r sioe, a hithau wedi gweithio ar nifer o brosiectau mawr yr Eisteddfod dros y blynyddoedd diwethaf.",lwyfannu,SM,L,llwyfannu,"Angharad Lee, cyfarwyddwraig flaenllaw o fro'r Eisteddfod, sy'n gyfrifol am llwyfannu'r sioe, a hithau wedi gweithio ar nifer o brosiectau mawr yr Eisteddfod dros y blynyddoedd diwethaf.",1.858972430229187,1.8835036754608154
101,meta-llama/Llama-3.1-8B,cy_ccg_test:00342,"Between 6 November and 8 December 2018, Theatr Genedlaethol Cymru will be touring Wales staging the drama of Nurses.","Rhwng 6 Tachwedd a 8 Rhagfyr 2018, bydd Theatr Genedlaethol Cymru yn teithio ledled Cymru yn llwyfannu drama Nyrsys.",Genedlaethol,SM,MS,Cenedlaethol,"Rhwng 6 Tachwedd a 8 Rhagfyr 2018, bydd Theatr Cenedlaethol Cymru yn teithio ledled Cymru yn llwyfannu drama Nyrsys.",1.8402397632598877,1.9826043844223022
102,meta-llama/Llama-3.1-8B,cy_ccg_train:00685,I am not saying too much to say that without you I would not have reached the place.,Nid wyf yn deud gormod wrth ddweud na hebdda ti ni buaswn wedi cyrraedd yr lle.,ddweud,SM,L,dweud,Nid wyf yn deud gormod wrth dweud na hebdda ti ni buaswn wedi cyrraedd yr lle.,4.015888214111328,4.158494472503662
103,meta-llama/Llama-3.1-8B,cy_ccg_dev:00375,But beyond that it can be said to be as pure a translation as a translation can be.,Ond y tu hwnt i hynny gellid dweud ei fod yn gyfieithiad mor bur ag y gall cyfieithiad fod.,fod,SM,L,bod,Ond y tu hwnt i hynny gellid dweud ei bod yn gyfieithiad mor bur ag y gall cyfieithiad fod.,3.311178684234619,3.3144352436065674
104,meta-llama/Llama-3.1-8B,cy_ccg_dev:00385,European and UK legislation protects certain species and sites; there is also local and national planning policy and guidance on wildlife protection.,Mae deddfwriaeth Ewrop a'r Deyrnas Unedig yn diogelu rhai rhywogaethau a safleoedd; mae yna hefyd bolisi cynllunio a chanllawiau lleol a chenedlaethol ar ddiogelu bywyd gwyllt.,rhai,no_mutation,no_mutation,rai,Mae deddfwriaeth Ewrop a'r Deyrnas Unedig yn diogelu rai rhywogaethau a safleoedd; mae yna hefyd bolisi cynllunio a chanllawiau lleol a chenedlaethol ar ddiogelu bywyd gwyllt.,2.076897382736206,2.1473443508148193
105,meta-llama/Llama-3.1-8B,cy_ccg_test:00310,"Powys lost much of its territory, which used to extend east of the existing border, including the old center, Pengwern.","Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.",ganolfan,SM,MS,canolfan,"Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen canolfan, Pengwern.",3.0633952617645264,3.1789348125457764
106,meta-llama/Llama-3.1-8B,cy_ccg_test:00946,The phone rang when Tom was in the middle of his lunch.,Canodd y ffôn pan oedd Tom ar ganol ei ginio.,ginio,SM,L,cinio,Canodd y ffôn pan oedd Tom ar ganol ei cinio.,5.393476486206055,5.692179203033447
107,meta-llama/Llama-3.1-8B,cy_ccg_dev:00112,"And where you get mountains, you can often find waterfalls too!","A ble cewch fynyddoedd, yn aml iawn cewch raeadrau hefyd!",raeadrau,SM,MS,rhaeadrau,"A ble cewch fynyddoedd, yn aml iawn cewch rhaeadrau hefyd!",3.53017520904541,3.134950876235962
108,meta-llama/Llama-3.1-8B,cy_ccg_train:00070,"This is not a sermon, or a compulsion, unless the insight of a student receiving education through the medium of Welsh and English.","Nid pregeth, neu orfodaeth yw hyn, onid mewnwelediad gan fyfyriwr sy'n derbyn addysg trwy'r Gymraeg ac yn y Saesneg.",Gymraeg,SM,MS,Cymraeg,"Nid pregeth, neu orfodaeth yw hyn, onid mewnwelediad gan fyfyriwr sy'n derbyn addysg trwy'r Cymraeg ac yn y Saesneg.",2.893347978591919,2.9249727725982666
109,meta-llama/Llama-3.1-8B,cy_ccg_dev:00064,"So, without being able to trust anyone else, here are my reasons for staying:","Felly, heb i mi fedru ymddiried ym marn unrhyw un arall, dyma fy rhesymau am aros:",fedru,SM,MS,medru,"Felly, heb i mi medru ymddiried ym marn unrhyw un arall, dyma fy rhesymau am aros:",3.5378332138061523,3.5398330688476562
110,meta-llama/Llama-3.1-8B,cy_ccg_dev:00299,"If releasing The Platform on a seasonal basis has taught me anything, it's that time goes by so fast it's quite skyscrapers.","Os ma' rhyddhau Y Platfform yn dymhorol wedi dysgu unrhyw beth i mi, hynny ydi for amser yn mynd mor sydyn mae e'n eitha sgêri.",for,SM,L,mor,"Os ma' rhyddhau Y Platfmorm yn dymhorol wedi dysgu unrhyw beth i mi, hynny ydi mor amser yn mynd mor sydyn mae e'n eitha sgêri.",4.221468448638916,4.235689163208008
111,meta-llama/Llama-3.1-8B,cy_ccg_train:00431,I fear this will again be a complete waste of money.,Ofnaf mai gwastraff llwyr o arian fydd hyn eto.,fydd,SM,MS,bydd,Ofnaf mai gwastraff llwyr o arian bydd hyn eto.,4.8565216064453125,4.915469169616699
112,meta-llama/Llama-3.1-8B,cy_ccg_test:00345,"At the end of last year Elfed Wyn Jones, Trawsfynydd, decided to make a stand to call for devolution of broadcasting to Wales, by fasting for a week - with water only for subsistence - in an attempt to draw people 's attention to this issue he believes so strong in it.","Ar ddiwedd y llynedd penderfynodd Elfed Wyn Jones, Trawsfynydd, wneud safiad er mwyn galw am ddatganoli darlledu i Gymru, drwy ymprydio am wythnos – efo dŵr yn unig fel cynhaliaeth - er mwyn ceisio tynnu sylw pobl at y mater yma y mae'n credu mor gryf ynddo.",mor,no_mutation,no_mutation,for,"Ar ddiwedd y llynedd penderfynodd Elfed Wyn Jones, Trawsfynydd, wneud safiad er mwyn galw am ddatganoli darlledu i Gymru, drwy ymprydio am wythnos – efo dŵr yn unig fel cynhaliaeth - er mwyn ceisio tynnu sylw pobl at y mater yma y mae'n credu for gryf ynddo.",2.4693562984466553,2.5698044300079346
113,meta-llama/Llama-3.1-8B,cy_ccg_dev:00055,"They buy and cook food for each other every night, like an old married couple; but leave the dishes everywhere.","Maen nhw'n prynu a choginio bwyd i'w gilydd pob nos, fel pâr hen briod; ond yn gadael y llestri ym mhob man.",gadael,no_mutation,no_mutation,adael,"Maen nhw'n prynu a choginio bwyd i'w gilydd pob nos, fel pâr hen briod; ond yn adael y llestri ym mhob man.",3.2749457359313965,3.39687442779541
114,meta-llama/Llama-3.1-8B,cy_ccg_test:00438,"This gave de Gaulle strength in Évian negotiations in May 1961, but because of his numerous public expressions of his desire to end the war as soon as possible, he had to make several concessions to the FLN.","Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.",ddymuniad,SM,L,dymuniad,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i dymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.",2.4638664722442627,2.4463891983032227
115,meta-llama/Llama-3.1-8B,cy_ccg_train:00810,"The farmers called for rain, and it came, incessantly until mid-May, with strong winds, snow, hail and riots to follow.","Y ffermwyr yn galw am law, ac fe ddaeth, yn ddi-baid hyd ganol Mai, a gwyntoedd cryfion, eira, cenllysg a therfysg i'w ganlyn.",ganol,SM,L,canol,"Y ffermwyr yn galw am law, ac fe ddaeth, yn ddi-baid hyd canol Mai, a gwyntoedd cryfion, eira, cenllysg a therfysg i'w ganlyn.",3.3338351249694824,3.3638107776641846
116,meta-llama/Llama-3.1-8B,cy_ccg_train:00717,We have some great stories about the weather.,Mae gennon ni rai straeon gwych am y tywydd.,rai,SM,L,rhai,Mae gennon ni rhai straeon gwych am y tywydd.,3.874608039855957,3.956883668899536
117,meta-llama/Llama-3.1-8B,cy_ccg_test:00174,The teacher came to school even though he was ill.,Daeth yr athro i'r ysgol er ei fod e'n dost.,fod,SM,L,bod,Daeth yr athro i'r ysgol er ei bod e'n dost.,3.648318290710449,3.739603042602539
